,target,sdg,text
3526,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion mmto c/ indanza gualaquiza tramo km km tucumbatza y tramo km tucumbatza al km inicio sector gualaquiza incremento de infraestructura del transporte vial
3527,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ampliacion y reconstruccion de la carretera ambatopelileotramo ; rio pachanicael cortepelileo incremento de infraestructura del transporte vial
3528,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion puente internacional macara incremento de infraestructura del transporte vial
3529,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente el corazon m ubicado en la carretera julio andrade ? la bonita incremento de infraestructura del transporte vial
3530,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion de la troncal amazonica c puyo macas tramo km puyo macas puente pastaza de km incremento de infraestructura del transporte vial
3531,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion de la carretera el roto cube con una longitud aproximada de nueve punto diecisiete km incluye el diseno de tres puentes ubicada en el canton quininde provincia de esmeraldas incremento de infraestructura del transporte vial
3532,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccin mejoramiento y sealizacin de la va de acceso a la poblacin de mataje y construccin del puente internacional sobre el ro mataje ubicado en la provincia de esmeraldas incremento de infraestructura del transporte vial
3533,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudio del mejoramiento de la via de acceso a la reserva de produccion de fauna marina costera puntilla de santa elena incremento de infraestructura del transporte vial
3534,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios definitivos de los puentes ubicados en la carretera coca ? dayuma ines arango ? tiguinotramo dayuma ines arangotiguino incremento de infraestructura del transporte vial
3535,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente vehicular sobre el rio victoria y sus accesos viales ubicado en la carretera shushufindi ? yamanunca provincia de sucumbios incremento de infraestructura del transporte vial
3536,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la sede de la direccion provincial de sucumbios incremento de infraestructura del transporte vial
3537,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion y ampliacion del terminal pesquero y cabotaje de la ciudad de manta provincia de manabi incremento de infraestructura del transporte vial
3538,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ?estudios de ingenieria definitivos para la construccion de los puentes vehiculares sobre los rios pum y carchi ubicados en la provincia del carchi? incremento de infraestructura del transporte vial
3539,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de paradas y pasos peatonales en diferentes lugares de la provincia de sucumbios incremento de infraestructura del transporte vial
3540,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios para parala construccion de paradas y pasos peatonales en diferentes lugares de la provincia de sucumbios incremento de infraestructura del transporte vial
3541,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios para construccion a cuatro carriles de la carretera puente sobre el rio el reventador limite provncial lago agrio km de longitud incremento de infraestructura del transporte vial
3542,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas adquision y puesta en marcha de equipos para el mejoramiento de la calidad de energia electrica en los sistemas para la navegacion aerea en aeropuertos y estaciones del ecuador incremento de infraestructura del transporte vial
3543,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion y mantenimiento contratado de la carretera catamayo gonzanama cariamanga sozoranga macara incluye fiscalizacion incremento de infraestructura del transporte vial
3544,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion camino vecinal minastablonpucara incremento de infraestructura del transporte vial
3545,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion de la av circunvalacion de la ciudad de riobamba km construccion incremento de infraestructura del transporte vial
3546,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion para el acceso a la ciudad de esmeraldas desde la isla prado mejoramiento del tramo aire libreel cabezonbimot y del leon acceso al puerto pesquero artesanal incremento de infraestructura del transporte vial
3547,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios definitivos de la carretera jipijapapuerto cayo de kms de longitud ubicado en la provincia de manabi incremento de infraestructura del transporte vial
3548,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccionvia rapida cuencaazoguesbiblian incluido ampliacion tramoel descansoazoguesbiblian incremento de infraestructura del transporte vial
3549,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ampliacion rectificacion y mejoramiento de la carretera bahiala margarita de kms de longitud incremento de infraestructura del transporte vial
3550,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion meses mantenimiento meses acceso a bahia de incremento de infraestructura del transporte vial
3551,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ampliacion de la carretera pifo papallacta en pavimento flexible incremento de infraestructura del transporte vial
3552,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios preliminares para la autopista quitoibarra de aproximadamente km de longitud ubicada en las provincias de pichincha e imbabura incremento de infraestructura del transporte vial
3553,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio namangoza carretera bella union limon incremento de infraestructura del transporte vial
3554,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de trafico impactos ambientales e ingenieria definitivos para la rectificacion y mejoramiento de la via de acceso al parque nacional podocarpus entrada en loja km y entrada en zamora chinchipe km longitud aproximada de en las provincias de loja y zamora chinchipe incremento de infraestructura del transporte vial
3555,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion carretera la troncalpuerto inca incremento de infraestructura del transporte vial
3556,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio ambi incremento de infraestructura del transporte vial
3557,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio vilcabamba y accesos eje vial construccion incremento de infraestructura del transporte vial
3558,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la via sigchos chugchilan incremento de infraestructura del transporte vial
3559,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente guango via papallactabaeza incremento de infraestructura del transporte vial
3560,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas inventario vial georeferenciado incremento de infraestructura del transporte vial
3561,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion c huigra piedreros incremento de infraestructura del transporte vial
3562,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion de la via guamote socavon con una longitud de km incremento de infraestructura del transporte vial
3563,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento por resultados papallactabaezasimon bolivar incremento de infraestructura del transporte vial
3564,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento por resultados puente san miguellago agriococaloretohuataraco incremento de infraestructura del transporte vial
3565,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento por resultados zamora gualaquiza incremento de infraestructura del transporte vial
3566,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion en carriles en pavimento rigido del anillo vial de quevedo tramo ii ubicado en las provincia de los rios de km incremento de infraestructura del transporte vial
3567,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion y mantenimiento de la via chone flavio alfaro de km incluido la construccion paso lateral de flavio alfaro y puentes bejuco y garrapata incremento de infraestructura del transporte vial
3568,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rectificacion y mejoramiento de la carretera yamanuncapuerto providencia incremento de infraestructura del transporte vial
